"","ENFORCEMENT_ACTION.PWSID","ENFORCEMENT_ACTION.ENFORCEMENT_ID","ENFORCEMENT_ACTION.ORIGINATOR_CODE","ENFORCEMENT_ACTION.ENFORCEMENT_DATE","ENFORCEMENT_ACTION.ENFORCEMENT_ACTION_TYPE_CODE","ENFORCEMENT_ACTION.ENFORCEMENT_COMMENT_TEXT","X"
"14463","PA3390073","11219481002","S","25-OCT-10","SIE",NA,NA
"14464","PA3390073","11219482","S","25-OCT-10","SIA",NA,NA
"14465","PA3390073","11219482002","S","15-NOV-10","SOX",NA,NA
"14466","PA3390073","11219483002","S","13-JUN-11","SIF",NA,NA
"14467","PA3390073","120735112003","S","20-JAN-12","SIA",NA,NA
"14468","PA3390073","120735113003","S","20-JAN-12","SIE",NA,NA
"14469","PA3390073","120735114003","S","14-MAR-12","SOX",NA,NA
"14470","PA3390073","120735115003","S","20-JUN-12","SIF",NA,NA
"14471","PA3390073","120735314005","S","23-JAN-12","SOX",NA,NA
"14472","PA3390073","144819718001","S","30-OCT-13","SIA",NA,NA
"14473","PA3390073","144819719001","S","30-OCT-13","SIE",NA,NA
"14474","PA3390073","144819720001","S","13-NOV-13","SOX",NA,NA
"14475","PA3390073","144819721001","S","18-JUN-14","SIF",NA,NA
"14476","PA3390073","170114242002","S","30-NOV-16","SIA",NA,NA
"14477","PA3390073","170114243002","S","30-NOV-16","SIE",NA,NA
"14478","PA3390073","170114244002","S","05-DEC-16","SOX",NA,NA
"14479","PA3390073","170114245002","S","30-JUN-17","SIF",NA,NA
"14480","PA3390073","172958742016","S","01-AUG-17","SIA",NA,NA
"14481","PA3390073","172958744016","S","14-AUG-17","SOX",NA,NA
"14482","PA3390073","182791748051","S","25-SEP-18","SIA",NA,NA
"14483","PA3390073","182791749051","S","25-SEP-18","SIE",NA,NA
"14484","PA3390073","182791750051","S","25-SEP-18","SIF",NA,NA
"14485","PA3390073","182791751051","S","25-SEP-18","SFH",NA,NA
"14486","PA3390073","182791752051","S","25-SEP-18","SOX",NA,NA
"14487","PA3390073","190626054001","S","29-JAN-19","SIA",NA,NA
"14488","PA3390073","190626056001","S","12-MAR-19","SOX",NA,NA
"14489","PA3390076","134251112001","S","25-OCT-12","SIA",NA,NA
"14490","PA3390076","134251113001","S","25-OCT-12","SIE",NA,NA
"14491","PA3390076","134251114001","S","14-NOV-12","SOX",NA,NA
"14492","PA3390076","134251115001","S","17-JUN-13","SIF",NA,NA
"14493","PA3390077","10106661","S","05-MAR-10","SIA",NA,NA
"14494","PA3390077","10106662001","S","12-MAR-10","SOX",NA,NA
"14495","PA3390077","11004956001","S","29-NOV-10","SID",NA,NA
"14496","PA3390077","11004957001","S","29-NOV-10","SIE",NA,NA
"14497","PA3390077","11004958001","S","29-NOV-10","SIF",NA,NA
"14498","PA3390077","11004959001","S","29-NOV-10","SOX",NA,NA
"14499","PA3390077","11213626002","S","31-MAY-11","SFJ",NA,NA
"14500","PA3390077","11213626008","S","31-MAY-11","SFJ",NA,NA
"14501","PA3390077","11213627002","S","31-MAY-11","SIE",NA,NA
"14502","PA3390077","11213627008","S","31-MAY-11","SIE",NA,NA
"14503","PA3390077","11213628002","S","11-AUG-11","SOX",NA,NA
"14504","PA3390077","11213628008","S","11-AUG-11","SOX",NA,NA
"14505","PA3390077","11223596004","S","22-JUN-11","SFJ",NA,NA
"14506","PA3390077","11223596010","S","22-JUN-11","SFJ",NA,NA
"14507","PA3390077","11223597004","S","22-JUN-11","SIE",NA,NA
"14508","PA3390077","11223597010","S","22-JUN-11","SIE",NA,NA
"14509","PA3390077","11272496011","S","27-JUL-11","SFJ",NA,NA
"14510","PA3390077","11272497011","S","27-JUL-11","SIE",NA,NA
"14511","PA3390077","11272498011","S","27-JUL-11","SIF",NA,NA
"14512","PA3390077","11272499011","S","27-JUL-11","SOX",NA,NA
"14513","PA3390077","11272516005","S","28-JUL-11","SFJ",NA,NA
"14514","PA3390077","11272516013","S","28-JUL-11","SFJ",NA,NA
"14515","PA3390077","11272517005","S","28-JUL-11","SIE",NA,NA
"14516","PA3390077","11272517013","S","28-JUL-11","SIE",NA,NA
"14517","PA3390077","11273116064","S","27-JUL-11","SIA",NA,NA
"14518","PA3390077","11273116073","S","27-JUL-11","SIA",NA,NA
"14519","PA3390077","11273118064","S","22-SEP-11","SOX",NA,NA
"14520","PA3390077","11273118073","S","22-SEP-11","SOX",NA,NA
"14521","PA3390077","11351326068","S","22-SEP-11","SFJ",NA,NA
"14522","PA3390077","11351326077","S","22-SEP-11","SFJ",NA,NA
"14523","PA3390077","11351327068","S","22-SEP-11","SIE",NA,NA
"14524","PA3390077","11351327077","S","22-SEP-11","SIE",NA,NA
"14525","PA3390077","121450412002","S","22-FEB-12","SFJ",NA,NA
"14526","PA3390077","121450413002","S","22-FEB-12","SIE",NA,NA
"14527","PA3390077","121450414002","S","14-MAR-12","SOX",NA,NA
"14528","PA3390077","121450415002","S","15-MAR-12","SIF",NA,NA
"14529","PA3390077","121450614004","S","22-MAR-12","SIF",NA,NA
"14530","PA3390077","121450615004","S","22-MAR-12","SOX",NA,NA
"14531","PA3390077","121555312005","S","10-APR-12","SIA",NA,NA
"14532","PA3390077","121555314005","S","10-APR-12","SOX",NA,NA
"14533","PA3390077","121974212007","S","23-APR-12","SFJ",NA,NA
"14534","PA3390077","121974213007","S","23-APR-12","SIE",NA,NA
"14535","PA3390077","121974214007","S","15-MAY-12","SIF",NA,NA
"14536","PA3390077","121974215007","S","15-MAY-12","SOX",NA,NA
"14537","PA3390077","12213629002","S","19-JUN-12","SIF",NA,NA
"14538","PA3390077","12272819034","S","23-AUG-12","SIF",NA,NA
"14539","PA3390077","123082412011","S","24-JUL-12","SIA",NA,NA
"14540","PA3390077","123082413011","S","24-JUL-12","SIE",NA,NA
"14541","PA3390077","123082414011","S","27-AUG-12","SIF",NA,NA
"14542","PA3390077","123082415011","S","27-AUG-12","SOX",NA,NA
"14543","PA3390077","12351328068","S","01-NOV-11","SOX",NA,NA
"14544","PA3390077","12395906069","S","01-NOV-11","SFJ",NA,NA
"14545","PA3390077","12395907069","S","01-NOV-11","SIE",NA,NA
"14546","PA3390077","131718418001","S","29-APR-13","SID",NA,NA
"14547","PA3390077","131718419001","S","29-APR-13","SIE",NA,NA
"14548","PA3390077","131718420001","S","29-APR-13","SOX",NA,NA
"14549","PA3390077","143156524004","S","28-AUG-14","SIA",NA,NA
"14550","PA3390077","143156526004","S","28-AUG-14","SOX",NA,NA
"14551","PA3390077","174146336008","S","21-OCT-16","SFJ",NA,NA
"14552","PA3390077","174146337008","S","21-OCT-16","SIE",NA,NA
"14553","PA3390077","174146338008","S","29-NOV-16","SOX",NA,NA
"14554","PA3390077","174146339008","S","26-JUN-17","SIF",NA,NA
"14555","PA5020050","10072601002","S","29-JAN-10","SOX",NA,NA
"14556","PA5020050","10136261005","S","04-MAY-10","SOX",NA,NA
"14557","PA5020050","11114397001","S","25-MAR-11","SOX",NA,NA
"14558","PA5020050","11114406001","S","29-MAR-11","SIA",NA,NA
"14559","PA5020050","11114406002","S","29-MAR-11","SIA",NA,NA
"14560","PA5020050","11114407001","S","20-APR-11","SOX",NA,NA
"14561","PA5020050","11114407002","S","20-APR-11","SOX",NA,NA
"14562","PA5020050","11225666004","S","24-JUN-11","SIC",NA,NA
"14563","PA5020050","11225668004","S","24-JUN-11","SOX",NA,NA
"14564","PA5020050","11354607005","S","28-SEP-11","SOX",NA,NA
"14565","PA5020050","120966012004","S","31-JAN-12","SFJ",NA,NA
"14566","PA5020050","120966013004","S","31-JAN-12","SIE",NA,NA
"14567","PA5020050","120966014004","S","16-MAR-12","SOX",NA,NA
"14568","PA5020050","120966015004","S","20-JUL-12","SIF",NA,NA
"14569","PA5020050","12354617002","S","02-NOV-11","SOX",NA,NA
"14570","PA5020050","133898413001","S","16-OCT-12","SOX",NA,NA
"14571","PA5020050","150760231001","S","23-JAN-15","SOX",NA,NA
"14572","PA5020050","151497131002","S","01-JUN-15","SOX",NA,NA
"14573","PA5020050","151769131003","S","29-JUN-15","SOX",NA,NA
"14574","PA5020050","152180031004","S","24-AUG-15","SOX",NA,NA
"14575","PA5020050","152180131005","S","24-JUL-15","SOX",NA,NA
"14576","PA5020050","181260248001","S","20-JUL-18","SIA",NA,NA
"14577","PA5020050","181260250001","S","20-JUL-18","SOX",NA,NA
"14578","PA5020053","10072611001","S","29-JAN-10","SOX",NA,NA
"14579","PA5020053","12411727001","S","22-NOV-11","SOX",NA,NA
"14580","PA5020053","12411729001","S","23-NOV-11","SOX",NA,NA
"14581","PA5020053","130113518001","S","30-NOV-12","SIA",NA,NA
"14582","PA5020053","130113520001","S","30-NOV-12","SOX",NA,NA
"14583","PA5020053","131083319002","S","12-FEB-13","SOX",NA,NA
"14584","PA5020053","140907724001","S","11-FEB-14","SIA",NA,NA
"14585","PA5020053","140907725001","S","11-FEB-14","SIE",NA,NA
"14586","PA5020053","140907726001","S","11-FEB-14","SOX",NA,NA
"14587","PA5020053","140907727001","S","14-AUG-14","SIF",NA,NA
"14588","PA1150177","#0901351","F","27-NOV-09","EOX",NA,NA
"14589","PA1150177","10025821001","S","16-FEB-10","SOX",NA,NA
"14590","PA1150177","10025861005","S","08-FEB-10","SOX",NA,NA
"14591","PA1150177","10127021006","S","07-MAY-10","SOX",NA,NA
"14592","PA1150177","10127041","S","07-MAY-10","SIA",NA,NA
"14593","PA1150177","10127041001","S","07-MAY-10","SIE",NA,NA
"14594","PA1150177","10127041008","S","07-MAY-10","SIE",NA,NA
"14595","PA1150177","10127042001","S","17-JUN-10","SOX",NA,NA
"14596","PA1150177","10127042008","S","17-JUN-10","SOX",NA,NA
"14597","PA1150177","10127048","S","07-MAY-10","SIA",NA,NA
"14598","PA1150177","10183771018","S","20-SEP-10","SIE",NA,NA
"14599","PA1150177","101837718","S","20-SEP-10","SIA",NA,NA
"14600","PA1150177","10183772018","S","22-SEP-10","SOX",NA,NA
"14601","PA1150177","11127043001","S","06-JUL-11","SIF",NA,NA
"14602","PA1150177","11131207001","S","16-MAY-11","SOX",NA,NA
"14603","PA1150177","11329216001","S","23-AUG-11","SIA",NA,NA
"14604","PA1150177","11329216021","S","23-AUG-11","SIA",NA,NA
"14605","PA1150177","121383812001","S","17-SEP-12","SIA",NA,NA
"14606","PA1150177","122800813004","S","19-SEP-12","SIE",NA,NA
"14607","PA1150177","12329217001","S","08-DEC-11","SIB",NA,NA
"14608","PA1150177","12329218001","S","05-JAN-12","SIF",NA,NA
"14609","PA1150177","12329219001","S","05-JAN-12","SOX",NA,NA
"14610","PA1150177","12364806001","S","08-DEC-11","SIB",NA,NA
"14611","PA1150177","12364807001","S","08-DEC-11","SIE",NA,NA
"14612","PA1150177","12364807002","S","08-DEC-11","SIE",NA,NA
"14613","PA1150177","130362718001","S","04-FEB-13","SIA",NA,NA
"14614","PA1150177","131383814001","S","05-NOV-12","SOX",NA,NA
"14615","PA1150177","132800814004","S","05-NOV-12","SIF",NA,NA
"14616","PA1150177","13364808001","S","05-NOV-12","SIF",NA,NA
"14617","PA1150177","13364809001","S","05-NOV-12","SOX",NA,NA
"14618","PA1150177","140332624001","S","12-FEB-14","SIA",NA,NA
"14619","PA1150177","140332625001","S","25-MAR-14","SIE",NA,NA
"14620","PA1150177","140332626001","S","13-JUN-14","SIF",NA,NA
"14621","PA1150177","140332627001","S","13-JUN-14","SOX",NA,NA
"14622","PA1150177","140332726002","S","12-MAR-14","SOX",NA,NA
"14623","PA1150177","140362719001","S","18-FEB-14","SFJ",NA,NA
"14624","PA1150177","140362720001","S","18-FEB-14","SIE",NA,NA
"14625","PA1150177","140362721001","S","25-MAR-14","SIF",NA,NA
"14626","PA1150177","140362722001","S","25-MAR-14","SOX",NA,NA
"14627","PA1150177","140364020014","S","09-OCT-13","SOX",NA,NA
"14628","PA1150177","141327924022","S","04-MAR-14","SIA",NA,NA
"14629","PA1150177","141327925022","S","04-MAR-14","SIE",NA,NA
"14630","PA1150177","141327926022","S","25-MAR-14","SIF",NA,NA
"14631","PA1150177","141327927022","S","25-MAR-14","SOX",NA,NA
"14632","PA1150177","142884418058","S","18-FEB-14","SIA",NA,NA
"14633","PA1150177","142884420058","S","25-MAR-14","SIE",NA,NA
"14634","PA1150177","151610230001","S","13-JUL-15","SIA",NA,NA
"14635","PA1150177","151610230022","S","13-JUL-15","SIA",NA,NA
"14636","PA1150177","153295424001","S","22-OCT-14","SIA",NA,NA
"14637","PA1150177","153295426001","S","13-NOV-14","SOX",NA,NA
"14638","PA1150177","153435424002","S","24-OCT-14","SIA",NA,NA
"14639","PA1150177","160289636013","S","23-MAR-16","SIA",NA,NA
"14640","PA1150177","160289638013","S","17-JUN-16","SOX",NA,NA
"14641","PA1150177","161387636034","S","10-JUN-16","SIA",NA,NA
"14642","PA1150177","161387638034","S","10-JUN-16","SOX",NA,NA
"14643","PA1150177","161610232001","S","09-SEP-16","SOX",NA,NA
"14644","PA1150177","163437336035","S","22-SEP-16","SIA",NA,NA
"14645","PA1150177","163437338035","S","22-SEP-16","SOX",NA,NA
"14646","PA1150177","170413042002","S","22-FEB-17","SIA",NA,NA
"14647","PA1150177","170413044002","S","15-JUN-17","SOX",NA,NA
"14648","PA1150177","170413344005","S","22-FEB-17","SOX",NA,NA
"14649","PA1150177","171154738033","S","26-APR-17","SOX",NA,NA
"14650","PA1150177","171670542008","S","09-MAY-17","SIA",NA,NA
"14651","PA1150177","171670543008","S","11-MAY-17","SIE",NA,NA
"14652","PA1150177","171670544008","S","12-JUL-17","SIF",NA,NA
"14653","PA1150177","171670545008","S","12-JUL-17","SOX",NA,NA
"14654","PA1150177","180182349001","S","18-JAN-18","SOX",NA,NA
"14655","PA1150177","180356448002","S","25-JAN-18","SIA",NA,NA
"14656","PA1150177","180356449002","S","26-JAN-18","SIE",NA,NA
"14657","PA1150177","180356450002","S","26-JAN-18","SOX",NA,NA
"14658","PA1150177","180358448022","S","26-JAN-18","SIA",NA,NA
"14659","PA1150177","180358450022","S","13-FEB-18","SOX",NA,NA
"14660","PA1150177","181933948023","S","11-JUL-18","SIA",NA,NA
"14661","PA1150177","190005254001","S","11-DEC-18","SIA",NA,NA
"14662","PA1150177","190005256001","S","14-JAN-19","SOX",NA,NA
"14663","PA1150177","190196054002","S","21-DEC-18","SIA",NA,NA
"14664","PA1150177","190196055002","S","07-JAN-19","SIE",NA,NA
"14665","PA1150177","190196056002","S","21-FEB-19","SOX",NA,NA
"14666","PA1150177","190196254004","S","31-DEC-18","SIA",NA,NA
"14667","PA1150177","190196255004","S","12-APR-19","SIE",NA,NA
"14668","PA1150177","190196256004","S","07-JUN-19","SOX",NA,NA
"14669","PA1150177","190381554005","S","06-FEB-19","SIA",NA,NA
"14670","PA1150177","190381556005","S","12-FEB-19","SOX",NA,NA
"14671","PA1150177","191114954011","S","19-MAR-19","SIA",NA,NA
"14672","PA1150177","191114955011","S","07-JUN-19","SIE",NA,NA
"14673","PA1150177","191402954032","S","06-MAY-19","SIA",NA,NA
"14674","PA1150177","191402956032","S","14-MAY-19","SOX",NA,NA
"14675","PA1150177","191933949023","S","04-FEB-19","SIE",NA,NA
"14676","PA1150177","191933950023","S","04-FEB-19","SOX",NA,NA
"14677","PA5320026","144629218001","S","09-DEC-13","SIB",NA,NA
"14678","PA5320026","144629218027","S","09-DEC-13","SIB",NA,NA
"14679","PA5320026","144629219001","S","03-APR-14","SOX",NA,NA
"14680","PA5320026","144629219027","S","03-APR-14","SOX",NA,NA
"14681","PA5320026","160122930001","S","24-MAR-16","SIA",NA,NA
"14682","PA5320026","160122931001","S","24-MAR-16","SOX",NA,NA
"14683","PA5320026","162205630025","S","04-APR-16","SFJ",NA,NA
"14684","PA5320026","162205631025","S","04-APR-16","SIE",NA,NA
"14685","PA5320026","162205632025","S","27-JUN-16","SIF",NA,NA
"14686","PA5320026","162205633025","S","27-JUN-16","SOX",NA,NA
"14687","PA5320026","170301742001","S","19-DEC-16","SIA",NA,NA
"14688","PA5320026","170301744001","S","17-JAN-17","SOX",NA,NA
"14689","PA5320026","171444942002","S","23-FEB-17","SIA",NA,NA
"14690","PA5320026","171444944002","S","23-FEB-17","SOX",NA,NA
"14691","PA5320026","184629220001","S","07-MAR-18","SIF",NA,NA
"14692","PA5020055","10182261001","S","12-AUG-10","SOX",NA,NA
"14693","PA5020055","11292327001","S","15-AUG-11","SOX",NA,NA
"14694","PA5020055","123556913001","S","23-JUL-12","SOX",NA,NA
"14695","PA5020055","151005930001","S","05-FEB-15","SFJ",NA,NA
"14696","PA5020055","151005931001","S","05-FEB-15","SIE",NA,NA
"14697","PA5020055","151005932001","S","05-FEB-15","SOX",NA,NA
"14698","PA5020055","153814725001","S","14-NOV-14","SOX",NA,NA
"14699","PA5020055","180977648002","S","06-MAR-18","SFJ",NA,NA
"14700","PA5020055","180977649002","S","06-MAR-18","SIE",NA,NA
"14701","PA5020055","190977651002","S","26-MAR-19","SOX",NA,NA
"14702","PA5020056","11180157001","S","12-MAY-11","SOX",NA,NA
"14703","PA5020056","120966513001","S","27-JAN-12","SOX",NA,NA
"14704","PA5020056","120966613002","S","16-FEB-12","SOX",NA,NA
"14705","PA5020056","12412017001","S","20-DEC-11","SOX",NA,NA
"14706","PA5020056","12412027002","S","06-JAN-12","SOX",NA,NA
"14707","PA5020056","140236124003","S","15-JAN-14","SFJ",NA,NA
"14708","PA5020056","140236125003","S","15-JAN-14","SID",NA,NA
"14709","PA5020056","142124524004","S","07-MAY-14","SIA",NA,NA
"14710","PA5020056","142124525004","S","07-MAY-14","SIE",NA,NA
"14711","PA5020056","142124526004","S","09-JUN-14","SIF",NA,NA
"14712","PA5020056","142124527004","S","09-JUN-14","SOX",NA,NA
"14713","PA5020056","142124724006","S","09-JUN-14","SFJ",NA,NA
"14714","PA5020056","142124725006","S","09-JUN-14","SIE",NA,NA
"14715","PA5020056","142835525007","S","20-AUG-14","SOX",NA,NA
"14716","PA5020056","142835724009","S","22-AUG-14","SIA",NA,NA
"14717","PA5020056","142835725009","S","22-AUG-14","SIE",NA,NA
"14718","PA5020056","142835726009","S","22-AUG-14","SIF",NA,NA
"14719","PA5020056","142835727009","S","22-AUG-14","SOX",NA,NA
"14720","PA5020056","150235824024","S","29-OCT-14","SIB",NA,NA
"14721","PA5020056","150235825024","S","29-OCT-14","SFM",NA,NA
"14722","PA5020056","150235826024","S","29-OCT-14","SOX",NA,NA
"14723","PA5020056","150236126003","S","29-OCT-14","SIB",NA,NA
"14724","PA5020056","150236127003","S","29-OCT-14","SFM",NA,NA
"14725","PA5020056","150236128003","S","29-OCT-14","SOX",NA,NA
"14726","PA5020056","151000830001","S","23-FEB-15","SFJ",NA,NA
"14727","PA5020056","151000831001","S","23-FEB-15","SIE",NA,NA
"14728","PA5020056","151000832001","S","07-APR-15","SIF",NA,NA
"14729","PA5020056","151000833001","S","07-APR-15","SOX",NA,NA
"14730","PA5020056","151602031002","S","24-APR-15","SOX",NA,NA
"14731","PA5020056","151769231005","S","14-JUL-15","SOX",NA,NA
"14732","PA5020056","152180531007","S","12-AUG-15","SOX",NA,NA
"14733","PA5020056","153814825004","S","17-NOV-14","SOX",NA,NA
"14734","PA5020056","153816524021","S","24-NOV-14","SFJ",NA,NA
"14735","PA5020056","153816525021","S","24-NOV-14","SIE",NA,NA
"14736","PA5020056","153816526021","S","24-NOV-14","SIF",NA,NA
"14737","PA5020056","153816527021","S","24-NOV-14","SOX",NA,NA
"14738","PA5020056","160837137001","S","28-JAN-16","SOX",NA,NA
"14739","PA5020056","170870143001","S","16-FEB-17","SOX",NA,NA
"14740","PA5020056","182337148014","S","12-SEP-18","SIA",NA,NA
"14741","PA5020056","182337150014","S","12-SEP-18","SOX",NA,NA
"14742","PA5020067","90070887001","S","07-JUL-09","SIF",NA,NA
"14743","PA5020067","90708284004","S","27-JAN-09","SFJ",NA,NA
"14744","PA5020067","90708285004","S","27-JAN-09","SIE",NA,NA
"14745","PA5020067","90708286004","S","27-JAN-09","SIF",NA,NA
"14746","PA5020067","90708287004","S","27-JAN-09","SOX",NA,NA
"14747","PA5020067","91403984006","S","27-APR-09","SFJ",NA,NA
"14748","PA5020067","91403985006","S","27-APR-09","SIE",NA,NA
"14749","PA5020067","91403986006","S","27-APR-09","SIF",NA,NA
"14750","PA5020067","91403987006","S","27-APR-09","SOX",NA,NA
"14751","PA5020067","91770684008","S","23-JUL-09","SFJ",NA,NA
"14752","PA5020067","91770685008","S","23-JUL-09","SIE",NA,NA
"14753","PA5020067","91770686008","S","24-JUL-09","SFJ",NA,NA
"14754","PA5020067","91770687008","S","24-JUL-09","SIE",NA,NA
"14755","PA5020067","91770688008","S","07-AUG-09","SIF",NA,NA
"14756","PA5020067","91770689008","S","07-AUG-09","SOX",NA,NA
"14757","PA5020067","91837981001","S","28-AUG-09","SIF",NA,NA
"14758","PA5020067","10148561004","S","27-MAY-10","SOX",NA,NA
"14759","PA5020067","102259584002","S","29-OCT-09","SFJ",NA,NA
"14760","PA5020067","102259585002","S","29-OCT-09","SIE",NA,NA
"14761","PA5020067","102259586002","S","10-NOV-09","SIF",NA,NA
"14762","PA5020067","102259587002","S","10-NOV-09","SOX",NA,NA
"14763","PA5020067","11229927001","S","15-AUG-11","SOX",NA,NA
"14764","PA5020067","120966913003","S","27-JAN-12","SOX",NA,NA
"14765","PA5020067","122737013005","S","06-JUL-12","SOX",NA,NA
"14766","PA5020070","10072621001","S","29-JAN-10","SOX",NA,NA
"14767","PA5020070","11229937001","S","15-AUG-11","SOX",NA,NA
"14768","PA5020076","10171771001","S","28-JUL-10","SOX",NA,NA
"14769","PA5020076","11180176001","S","03-MAY-11","SFJ",NA,NA
"14770","PA5020076","11180177001","S","03-MAY-11","SIE",NA,NA
"14771","PA5020076","11180178001","S","04-MAY-11","SIF",NA,NA
"14772","PA5020076","11180179001","S","04-MAY-11","SOX",NA,NA
"14773","PA5020076","11229946003","S","01-AUG-11","SFJ",NA,NA
"14774","PA5020076","11229947003","S","01-AUG-11","SIE",NA,NA
"14775","PA5020076","11229948003","S","20-SEP-11","SIF",NA,NA
"14776","PA5020076","11229949003","S","20-SEP-11","SOX",NA,NA
"14777","PA5020076","11339867005","S","22-AUG-11","SOX",NA,NA
"14778","PA5020076","120967112001","S","23-JAN-12","SFJ",NA,NA
"14779","PA5020076","120967113001","S","23-JAN-12","SIE",NA,NA
"14780","PA5020076","120967114001","S","17-FEB-12","SIF",NA,NA
"14781","PA5020076","120967115001","S","17-FEB-12","SOX",NA,NA
"14782","PA5020076","122184712003","S","09-MAY-12","SFJ",NA,NA
"14783","PA5020076","122184713003","S","09-MAY-12","SIE",NA,NA
"14784","PA5020076","122184714003","S","13-JUN-12","SIF",NA,NA
"14785","PA5020076","122184715003","S","13-JUN-12","SOX",NA,NA
"14786","PA5020076","12412296001","S","01-NOV-11","SFJ",NA,NA
