GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Reservation with Trust Lands; trust lands only Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,Congressional District (111th Congress) Code,State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G42007100116004","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011600","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 116, Lancaster County, Pennsylvania",892,0,72,0,20,51,13,87,74,37,105,73,123,125,41,36,35,"Block Group 4, Census Tract 116, Lancaster County, Pennsylvania",94,109,70,109,33,48,22,84,76,30,79,53,92,61,39,34,39
"G42007100117011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011701","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.01, Lancaster County, Pennsylvania",658,11,33,19,21,23,27,48,39,36,70,67,140,70,33,10,11,"Block Group 1, Census Tract 117.01, Lancaster County, Pennsylvania",95,17,29,24,23,20,31,48,33,33,53,44,63,44,30,15,17
"G42007100117012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011701","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.01, Lancaster County, Pennsylvania",878,11,16,21,0,14,29,63,0,9,52,159,159,125,68,22,130,"Block Group 2, Census Tract 117.01, Lancaster County, Pennsylvania",105,17,19,23,109,22,45,41,109,14,37,79,62,63,36,26,67
"G42007100117013","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011701","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 117.01, Lancaster County, Pennsylvania",558,100,19,80,20,38,124,11,10,0,10,10,66,6,24,25,15,"Block Group 3, Census Tract 117.01, Lancaster County, Pennsylvania",101,79,22,52,24,31,73,16,15,109,16,15,44,10,26,29,23
"G42007100117031","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011703","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.03, Lancaster County, Pennsylvania",612,32,68,30,24,0,10,62,41,50,71,83,76,9,0,48,8,"Block Group 1, Census Tract 117.03, Lancaster County, Pennsylvania",129,31,55,35,27,109,16,90,40,60,67,59,65,14,109,46,14
"G42007100117032","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011703","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.03, Lancaster County, Pennsylvania",717,16,12,26,36,0,15,30,25,54,47,26,189,89,90,15,47,"Block Group 2, Census Tract 117.03, Lancaster County, Pennsylvania",75,25,19,29,36,109,22,35,30,39,42,31,70,59,48,23,38
"G42007100117033","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011703","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 117.03, Lancaster County, Pennsylvania",1002,17,18,8,0,25,25,10,34,55,77,109,186,188,106,55,89,"Block Group 3, Census Tract 117.03, Lancaster County, Pennsylvania",93,26,29,15,109,30,28,16,38,47,54,62,61,85,65,51,52
"G42007100117034","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011703","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 117.03, Lancaster County, Pennsylvania",499,12,0,0,0,41,0,29,15,49,48,77,106,52,31,28,11,"Block Group 4, Census Tract 117.03, Lancaster County, Pennsylvania",64,20,109,109,109,37,109,34,23,49,45,59,74,40,37,29,17
"G42007100117041","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011704","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.04, Lancaster County, Pennsylvania",875,17,48,0,24,54,25,96,32,0,47,94,200,82,84,56,16,"Block Group 1, Census Tract 117.04, Lancaster County, Pennsylvania",121,26,47,109,28,53,28,70,37,109,44,57,115,48,53,43,26
"G42007100117042","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011704","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.04, Lancaster County, Pennsylvania",651,0,0,0,18,17,42,0,23,0,0,80,52,188,38,181,12,"Block Group 2, Census Tract 117.04, Lancaster County, Pennsylvania",82,109,109,109,28,26,49,109,27,109,109,58,42,80,30,71,20
"G42007100117051","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011705","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117.05, Lancaster County, Pennsylvania",1113,30,23,147,94,52,59,40,142,29,181,169,76,45,16,10,0,"Block Group 1, Census Tract 117.05, Lancaster County, Pennsylvania",189,36,27,93,87,49,49,37,105,40,126,94,68,59,23,15,109
"G42007100117052","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011705","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117.05, Lancaster County, Pennsylvania",348,16,12,0,0,0,19,14,67,30,61,100,0,0,0,29,0,"Block Group 2, Census Tract 117.05, Lancaster County, Pennsylvania",106,26,21,109,109,109,31,23,58,35,73,63,109,109,109,35,109
"G42007100117053","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011705","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 117.05, Lancaster County, Pennsylvania",1094,70,39,0,41,13,10,46,0,0,87,104,123,95,105,143,218,"Block Group 3, Census Tract 117.05, Lancaster County, Pennsylvania",126,63,27,109,39,21,16,30,109,109,56,57,64,65,58,63,84
"G42007100118011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011801","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.01, Lancaster County, Pennsylvania",283,0,13,0,12,12,0,0,38,0,0,16,64,29,27,18,54,"Block Group 1, Census Tract 118.01, Lancaster County, Pennsylvania",56,109,21,109,19,19,109,109,36,109,109,25,41,26,30,24,38
"G42007100118012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011801","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.01, Lancaster County, Pennsylvania",827,12,12,11,30,37,42,13,36,44,101,87,124,91,30,30,127,"Block Group 2, Census Tract 118.01, Lancaster County, Pennsylvania",71,18,19,17,29,35,30,20,33,33,78,48,50,52,24,36,49
"G42007100118021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011802","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.02, Lancaster County, Pennsylvania",941,31,50,0,27,31,91,13,38,41,188,99,116,87,68,45,16,"Block Group 1, Census Tract 118.02, Lancaster County, Pennsylvania",92,37,47,109,31,35,62,20,36,34,74,65,59,45,57,49,25
"G42007100118022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011802","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.02, Lancaster County, Pennsylvania",666,25,0,17,30,17,30,16,79,30,34,140,104,71,25,37,11,"Block Group 2, Census Tract 118.02, Lancaster County, Pennsylvania",84,26,109,27,33,28,33,25,78,36,40,65,56,50,28,31,18
"G42007100118023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011802","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 118.02, Lancaster County, Pennsylvania",531,16,34,0,34,0,29,17,51,13,35,69,44,58,24,38,69,"Block Group 3, Census Tract 118.02, Lancaster County, Pennsylvania",72,24,27,109,39,109,31,27,39,20,38,56,42,46,28,43,59
"G42007100118024","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011802","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 118.02, Lancaster County, Pennsylvania",284,0,0,55,43,29,0,29,15,8,24,12,55,0,14,0,0,"Block Group 4, Census Tract 118.02, Lancaster County, Pennsylvania",66,109,109,42,40,32,109,33,23,19,29,19,48,109,22,109,109
"G42007100118031","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011803","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.03, Lancaster County, Pennsylvania",710,48,64,44,30,17,35,0,39,0,94,63,89,56,14,66,51,"Block Group 1, Census Tract 118.03, Lancaster County, Pennsylvania",68,36,56,41,25,27,28,109,36,109,55,45,58,37,22,45,37
"G42007100118032","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011803","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.03, Lancaster County, Pennsylvania",695,31,0,70,26,16,30,94,51,30,46,116,102,40,0,20,23,"Block Group 2, Census Tract 118.03, Lancaster County, Pennsylvania",85,38,109,72,30,26,33,73,48,33,44,62,53,29,109,32,32
"G42007100118033","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011803","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 118.03, Lancaster County, Pennsylvania",517,0,14,33,0,46,46,29,27,0,68,41,83,67,13,28,22,"Block Group 3, Census Tract 118.03, Lancaster County, Pennsylvania",69,109,22,37,109,43,36,31,30,109,42,38,49,48,21,30,19
"G42007100118034","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011803","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 118.03, Lancaster County, Pennsylvania",583,29,16,34,33,94,17,32,54,55,75,92,27,15,10,0,0,"Block Group 4, Census Tract 118.03, Lancaster County, Pennsylvania",110,33,28,37,38,60,27,37,46,82,53,53,31,24,17,109,109
"G42007100118041","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011804","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.04, Lancaster County, Pennsylvania",1141,40,45,92,20,37,25,34,103,64,97,122,216,64,78,69,35,"Block Group 1, Census Tract 118.04, Lancaster County, Pennsylvania",115,59,43,90,24,36,27,38,68,60,51,66,102,47,50,65,29
"G42007100118042","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011804","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.04, Lancaster County, Pennsylvania",326,16,0,0,0,8,0,12,16,74,13,42,25,34,50,0,36,"Block Group 2, Census Tract 118.04, Lancaster County, Pennsylvania",63,24,109,109,109,14,109,20,26,62,20,34,28,39,35,109,29
"G42007100118043","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011804","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 118.04, Lancaster County, Pennsylvania",381,0,0,0,16,12,14,35,0,0,11,54,65,58,116,0,0,"Block Group 3, Census Tract 118.04, Lancaster County, Pennsylvania",77,109,109,109,26,19,21,32,109,109,17,42,47,44,80,109,109
"G42007100118044","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011804","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 118.04, Lancaster County, Pennsylvania",674,26,0,16,58,31,112,33,25,31,0,100,129,49,54,0,10,"Block Group 4, Census Tract 118.04, Lancaster County, Pennsylvania",98,30,109,25,49,36,84,36,29,31,109,58,71,42,41,109,17
"G42007100118045","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011804","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 118.04, Lancaster County, Pennsylvania",645,0,42,27,14,0,29,22,0,10,100,141,81,122,46,0,11,"Block Group 5, Census Tract 118.04, Lancaster County, Pennsylvania",100,109,65,31,23,109,32,28,109,15,66,81,54,63,37,109,18
"G42007100118051","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011805","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118.05, Lancaster County, Pennsylvania",277,11,10,9,10,16,0,28,0,14,55,18,53,36,8,9,0,"Block Group 1, Census Tract 118.05, Lancaster County, Pennsylvania",75,17,17,15,16,18,109,32,109,25,45,22,40,33,13,15,109
"G42007100118052","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011805","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118.05, Lancaster County, Pennsylvania",410,19,17,37,76,33,11,0,9,6,18,19,29,37,56,8,35,"Block Group 2, Census Tract 118.05, Lancaster County, Pennsylvania",75,24,22,43,55,42,17,109,14,12,25,22,27,33,42,13,33
"G42007100119011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011901","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.01, Lancaster County, Pennsylvania",818,13,30,8,7,58,0,0,0,8,21,21,130,113,50,16,343,"Block Group 1, Census Tract 119.01, Lancaster County, Pennsylvania",86,20,35,14,11,59,109,109,109,14,26,23,70,60,40,24,95
"G42007100119012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011901","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 119.01, Lancaster County, Pennsylvania",1062,0,32,82,31,39,33,18,0,40,32,152,98,104,186,93,122,"Block Group 2, Census Tract 119.01, Lancaster County, Pennsylvania",105,109,51,69,23,48,34,30,109,48,35,79,62,53,72,53,64
"G42007100119021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011902","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.02, Lancaster County, Pennsylvania",616,11,13,0,0,0,0,0,25,14,52,0,40,181,102,100,78,"Block Group 1, Census Tract 119.02, Lancaster County, Pennsylvania",80,17,20,109,109,109,109,109,31,22,42,109,37,76,69,51,50
"G42007100119022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011902","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 119.02, Lancaster County, Pennsylvania",534,0,14,37,57,12,35,31,13,26,40,104,26,99,0,40,0,"Block Group 2, Census Tract 119.02, Lancaster County, Pennsylvania",82,109,23,41,44,20,41,37,21,31,37,71,31,69,109,35,109
"G42007100119023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011902","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 119.02, Lancaster County, Pennsylvania",622,28,85,41,34,58,46,14,13,14,85,27,122,12,14,16,13,"Block Group 3, Census Tract 119.02, Lancaster County, Pennsylvania",105,32,53,65,38,40,36,23,20,22,76,30,78,21,22,25,20
"G42007100119024","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"011902","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 119.02, Lancaster County, Pennsylvania",1084,0,29,44,0,95,38,14,74,32,128,173,248,91,92,26,0,"Block Group 4, Census Tract 119.02, Lancaster County, Pennsylvania",118,109,34,63,109,80,37,22,49,30,87,93,97,67,56,29,109
"G42007100120011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012001","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 120.01, Lancaster County, Pennsylvania",338,11,21,0,13,0,0,0,14,19,44,45,64,38,10,13,46,"Block Group 1, Census Tract 120.01, Lancaster County, Pennsylvania",69,17,26,109,21,109,109,109,21,30,37,33,41,35,16,21,70
"G42007100120012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012001","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 120.01, Lancaster County, Pennsylvania",250,12,12,0,43,11,11,11,14,11,11,44,15,22,0,13,20,"Block Group 2, Census Tract 120.01, Lancaster County, Pennsylvania",61,20,19,109,67,17,18,18,21,17,17,37,23,20,109,20,32
"G42007100120013","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012001","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 120.01, Lancaster County, Pennsylvania",308,0,23,13,26,7,15,49,31,10,25,50,0,30,17,0,12,"Block Group 3, Census Tract 120.01, Lancaster County, Pennsylvania",66,109,25,20,30,13,28,54,34,16,29,39,109,33,26,109,19
"G42007100120014","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012001","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 120.01, Lancaster County, Pennsylvania",531,13,82,110,46,56,25,44,58,36,0,32,29,0,0,0,0,"Block Group 4, Census Tract 120.01, Lancaster County, Pennsylvania",86,21,73,61,37,30,25,40,43,33,109,23,30,109,109,109,109
"G42007100120015","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012001","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 120.01, Lancaster County, Pennsylvania",810,12,26,12,0,44,89,8,25,56,68,165,147,53,31,17,57,"Block Group 5, Census Tract 120.01, Lancaster County, Pennsylvania",96,18,24,20,109,34,80,12,27,41,47,73,57,69,34,26,65
"G42007100120021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012002","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 120.02, Lancaster County, Pennsylvania",571,49,13,90,13,27,20,53,51,11,44,116,34,40,0,0,10,"Block Group 1, Census Tract 120.02, Lancaster County, Pennsylvania",92,53,20,67,19,31,23,46,35,15,33,68,28,29,109,109,15
"G42007100120022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012002","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 120.02, Lancaster County, Pennsylvania",549,33,0,30,39,33,29,18,40,49,108,47,90,0,15,18,0,"Block Group 2, Census Tract 120.02, Lancaster County, Pennsylvania",81,30,109,35,49,26,26,20,53,53,71,44,46,109,17,20,109
"G42007100120023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012002","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 120.02, Lancaster County, Pennsylvania",479,27,7,13,20,25,17,28,11,51,30,32,109,43,26,19,21,"Block Group 3, Census Tract 120.02, Lancaster County, Pennsylvania",63,26,13,22,22,19,20,32,19,50,27,30,45,33,25,21,22
"G42007100121021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012102","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.02, Lancaster County, Pennsylvania",1140,14,10,49,45,32,0,50,71,70,204,147,190,92,100,52,14,"Block Group 1, Census Tract 121.02, Lancaster County, Pennsylvania",115,22,16,44,41,37,109,41,75,51,114,69,96,51,78,39,22
"G42007100121022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012102","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.02, Lancaster County, Pennsylvania",987,0,0,30,16,14,40,42,40,23,107,128,190,90,151,64,52,"Block Group 2, Census Tract 121.02, Lancaster County, Pennsylvania",101,109,109,33,24,23,38,40,36,27,58,55,57,67,89,42,39
"G42007100121023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012102","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 121.02, Lancaster County, Pennsylvania",362,0,0,0,0,0,27,0,39,0,42,51,41,20,63,30,49,"Block Group 3, Census Tract 121.02, Lancaster County, Pennsylvania",64,109,109,109,109,109,32,109,37,109,38,39,36,23,45,47,39
"G42007100121024","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012102","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 121.02, Lancaster County, Pennsylvania",434,0,14,48,31,0,30,0,14,15,70,70,48,62,22,0,10,"Block Group 4, Census Tract 121.02, Lancaster County, Pennsylvania",58,109,23,42,36,109,34,109,22,25,52,59,40,51,25,109,15
"G42007100121031","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012103","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.03, Lancaster County, Pennsylvania",1007,0,64,52,15,51,36,21,50,13,103,155,198,161,44,44,0,"Block Group 1, Census Tract 121.03, Lancaster County, Pennsylvania",68,109,49,36,23,41,32,24,46,20,52,73,74,78,43,39,109
"G42007100121032","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012103","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.03, Lancaster County, Pennsylvania",467,14,14,0,0,48,36,14,14,0,39,84,45,96,13,50,0,"Block Group 2, Census Tract 121.03, Lancaster County, Pennsylvania",77,23,21,109,109,34,33,21,23,109,36,66,42,54,20,42,109
"G42007100121041","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012104","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121.04, Lancaster County, Pennsylvania",1394,9,32,48,14,34,62,120,69,76,127,182,373,138,110,0,0,"Block Group 1, Census Tract 121.04, Lancaster County, Pennsylvania",113,16,30,41,21,33,41,70,57,67,79,81,99,64,73,109,109
"G42007100121042","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012104","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121.04, Lancaster County, Pennsylvania",309,0,30,0,53,0,0,0,22,0,16,24,69,38,13,27,17,"Block Group 2, Census Tract 121.04, Lancaster County, Pennsylvania",75,109,36,109,75,109,109,109,29,109,24,25,49,33,20,31,27
"G42007100121043","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012104","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 121.04, Lancaster County, Pennsylvania",379,0,0,15,18,0,0,13,18,23,40,87,20,55,44,35,11,"Block Group 3, Census Tract 121.04, Lancaster County, Pennsylvania",76,109,109,23,29,109,109,20,28,26,39,48,17,38,35,54,19
"G42007100122001","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 122, Lancaster County, Pennsylvania",695,12,36,50,57,15,109,72,42,55,68,77,87,15,0,0,0,"Block Group 1, Census Tract 122, Lancaster County, Pennsylvania",89,22,41,47,45,24,55,76,39,42,50,47,53,24,109,109,109
"G42007100122002","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 122, Lancaster County, Pennsylvania",485,0,13,16,11,18,66,15,24,93,32,7,105,56,29,0,0,"Block Group 2, Census Tract 122, Lancaster County, Pennsylvania",78,109,21,25,18,29,51,23,37,64,35,13,67,52,32,109,109
"G42007100122003","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 122, Lancaster County, Pennsylvania",739,14,19,77,52,76,40,72,72,26,57,71,96,40,27,0,0,"Block Group 3, Census Tract 122, Lancaster County, Pennsylvania",123,22,31,56,41,75,35,72,71,29,40,51,63,38,31,109,109
"G42007100122004","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012200","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 122, Lancaster County, Pennsylvania",1003,53,88,12,16,85,115,15,63,29,53,125,121,72,116,40,0,"Block Group 4, Census Tract 122, Lancaster County, Pennsylvania",134,38,49,20,26,83,85,24,65,33,43,78,77,46,81,46,109
"G42007100123011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012301","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.01, Lancaster County, Pennsylvania",529,28,29,31,19,28,47,10,71,31,107,69,35,12,12,0,0,"Block Group 1, Census Tract 123.01, Lancaster County, Pennsylvania",82,26,27,28,20,26,48,16,58,30,73,50,35,19,20,109,109
"G42007100123012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012301","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 123.01, Lancaster County, Pennsylvania",538,58,35,0,27,61,46,37,60,30,129,27,20,0,0,8,0,"Block Group 2, Census Tract 123.01, Lancaster County, Pennsylvania",86,52,31,109,26,46,39,31,43,27,70,26,29,109,109,12,109
"G42007100123013","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012301","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 123.01, Lancaster County, Pennsylvania",316,19,31,0,0,18,0,0,54,37,39,19,22,13,19,35,10,"Block Group 3, Census Tract 123.01, Lancaster County, Pennsylvania",62,21,47,109,109,20,109,109,32,46,28,22,27,19,22,30,18
"G42007100123021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012302","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.02, Lancaster County, Pennsylvania",496,34,22,33,39,35,35,47,21,19,68,55,43,35,0,10,0,"Block Group 1, Census Tract 123.02, Lancaster County, Pennsylvania",60,31,25,29,34,30,31,44,25,22,41,34,49,33,109,16,109
"G42007100123022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012302","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 123.02, Lancaster County, Pennsylvania",468,21,9,65,19,20,67,10,34,32,40,68,58,21,0,4,0,"Block Group 2, Census Tract 123.02, Lancaster County, Pennsylvania",73,18,15,40,23,21,54,16,52,36,42,36,40,24,109,11,109
