GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Reservation with Trust Lands; trust lands only Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,Congressional District (111th Congress) Code,State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G42007100123023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012302","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 123.02, Lancaster County, Pennsylvania",414,44,33,0,10,9,46,12,37,36,42,10,60,49,0,0,26,"Block Group 3, Census Tract 123.02, Lancaster County, Pennsylvania",67,33,52,109,15,14,59,18,28,30,34,15,39,27,109,109,23
"G42007100124021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012402","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 124.02, Lancaster County, Pennsylvania",388,9,12,34,16,14,0,63,17,12,57,39,53,52,10,0,0,"Block Group 1, Census Tract 124.02, Lancaster County, Pennsylvania",64,14,19,27,26,23,109,41,19,18,37,31,33,36,17,109,109
"G42007100124022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012402","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 124.02, Lancaster County, Pennsylvania",555,11,0,65,19,11,28,46,43,34,9,51,142,58,14,9,15,"Block Group 2, Census Tract 124.02, Lancaster County, Pennsylvania",63,17,109,60,26,18,35,36,42,32,15,50,62,37,23,14,23
"G42007100124023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012402","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 124.02, Lancaster County, Pennsylvania",429,10,28,9,19,41,35,34,10,21,90,50,62,20,0,0,0,"Block Group 3, Census Tract 124.02, Lancaster County, Pennsylvania",68,15,31,15,22,33,31,25,16,23,61,42,41,25,109,109,109
"G42007100124024","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012402","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 124.02, Lancaster County, Pennsylvania",408,0,53,12,13,60,28,13,16,30,18,43,88,17,9,8,0,"Block Group 4, Census Tract 124.02, Lancaster County, Pennsylvania",63,109,59,19,19,42,26,21,18,27,22,41,58,19,15,12,109
"G42007100124031","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012403","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 124.03, Lancaster County, Pennsylvania",941,0,0,33,43,59,42,107,49,23,29,149,135,95,44,63,70,"Block Group 1, Census Tract 124.03, Lancaster County, Pennsylvania",97,109,109,36,39,56,27,84,66,30,29,77,71,64,34,49,49
"G42007100124032","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012403","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 124.03, Lancaster County, Pennsylvania",525,9,0,15,17,36,30,24,38,43,61,132,29,62,16,13,0,"Block Group 2, Census Tract 124.03, Lancaster County, Pennsylvania",82,15,109,24,27,45,37,29,32,44,51,57,32,54,25,22,109
"G42007100124041","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012404","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 124.04, Lancaster County, Pennsylvania",459,0,0,27,17,14,24,0,0,0,26,37,173,30,71,27,13,"Block Group 1, Census Tract 124.04, Lancaster County, Pennsylvania",83,109,109,31,27,20,24,109,109,109,30,37,88,35,53,24,21
"G42007100124042","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012404","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 124.04, Lancaster County, Pennsylvania",756,27,18,29,29,0,64,49,11,78,42,128,79,64,51,21,66,"Block Group 2, Census Tract 124.04, Lancaster County, Pennsylvania",96,31,27,31,31,109,54,56,17,77,36,98,51,59,41,26,61
"G42007100124043","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012404","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 124.04, Lancaster County, Pennsylvania",317,43,17,0,22,29,14,52,0,0,40,43,28,19,0,10,0,"Block Group 3, Census Tract 124.04, Lancaster County, Pennsylvania",81,32,28,109,25,33,25,74,109,109,39,39,34,28,109,18,109
"G42007100124044","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012404","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 124.04, Lancaster County, Pennsylvania",201,0,17,0,10,12,0,16,26,10,0,69,41,0,0,0,0,"Block Group 4, Census Tract 124.04, Lancaster County, Pennsylvania",58,109,27,109,18,20,109,24,30,17,109,60,33,109,109,109,109
"G42007100125011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012501","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 125.01, Lancaster County, Pennsylvania",785,17,97,0,65,38,8,16,45,34,59,142,83,33,36,92,20,"Block Group 1, Census Tract 125.01, Lancaster County, Pennsylvania",89,27,57,109,77,30,13,24,38,37,46,73,43,26,34,55,22
"G42007100125012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012501","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 125.01, Lancaster County, Pennsylvania",920,17,10,16,32,57,15,32,36,68,112,92,169,143,71,25,25,"Block Group 2, Census Tract 125.01, Lancaster County, Pennsylvania",87,28,17,25,36,46,24,37,40,46,51,59,81,67,62,27,30
"G42007100125013","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012501","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 125.01, Lancaster County, Pennsylvania",572,5,60,33,18,4,30,48,38,23,31,88,106,42,31,4,11,"Block Group 3, Census Tract 125.01, Lancaster County, Pennsylvania",108,9,42,30,23,7,23,34,37,21,24,44,47,30,26,6,18
"G42007100125014","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012501","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 125.01, Lancaster County, Pennsylvania",321,28,0,17,0,0,11,23,22,16,0,17,33,122,0,19,13,"Block Group 4, Census Tract 125.01, Lancaster County, Pennsylvania",55,34,109,27,109,109,17,35,25,26,109,20,32,75,109,26,21
"G42007100125021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012502","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 125.02, Lancaster County, Pennsylvania",489,0,34,27,40,46,7,21,0,11,123,42,83,29,0,14,12,"Block Group 1, Census Tract 125.02, Lancaster County, Pennsylvania",69,109,30,27,32,58,11,19,109,18,62,32,43,29,109,21,18
"G42007100125022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012502","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 125.02, Lancaster County, Pennsylvania",696,0,22,24,17,43,71,20,43,21,109,79,180,42,13,12,0,"Block Group 2, Census Tract 125.02, Lancaster County, Pennsylvania",87,109,31,25,19,52,64,22,47,23,86,63,66,32,20,19,109
"G42007100125023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012502","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 125.02, Lancaster County, Pennsylvania",450,70,20,18,8,15,11,9,0,34,65,51,32,47,6,23,41,"Block Group 3, Census Tract 125.02, Lancaster County, Pennsylvania",85,81,22,20,12,16,18,15,109,28,41,38,27,35,11,25,32
"G42007100126011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012601","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 126.01, Lancaster County, Pennsylvania",479,0,15,0,28,94,14,13,29,0,25,84,95,19,0,41,22,"Block Group 1, Census Tract 126.01, Lancaster County, Pennsylvania",98,109,24,109,23,91,21,21,32,109,30,78,56,23,109,37,24
"G42007100126012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012601","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 126.01, Lancaster County, Pennsylvania",961,0,13,33,21,41,75,130,14,44,59,146,216,40,25,72,32,"Block Group 2, Census Tract 126.01, Lancaster County, Pennsylvania",113,109,21,35,26,39,57,71,22,41,43,77,86,37,29,61,33
"G42007100126013","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012601","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 126.01, Lancaster County, Pennsylvania",907,43,0,54,27,28,15,39,113,90,158,67,142,31,10,63,27,"Block Group 3, Census Tract 126.01, Lancaster County, Pennsylvania",141,38,109,63,33,31,23,54,94,91,74,41,97,31,16,42,31
"G42007100126021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012602","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 126.02, Lancaster County, Pennsylvania",684,45,13,11,16,12,30,23,11,54,98,140,93,45,34,37,22,"Block Group 1, Census Tract 126.02, Lancaster County, Pennsylvania",64,32,20,18,25,19,29,26,17,40,51,53,41,34,32,41,25
"G42007100126022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012602","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 126.02, Lancaster County, Pennsylvania",388,11,0,22,0,12,12,11,4,11,87,102,50,11,11,44,0,"Block Group 2, Census Tract 126.02, Lancaster County, Pennsylvania",74,17,109,26,109,19,19,18,6,18,63,45,38,17,17,34,109
"G42007100126023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012602","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 126.02, Lancaster County, Pennsylvania",412,24,68,22,35,7,21,0,24,23,37,45,38,33,11,0,24,"Block Group 3, Census Tract 126.02, Lancaster County, Pennsylvania",51,26,61,25,32,11,24,109,26,26,29,35,35,30,17,109,27
"G42007100127001","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 127, Lancaster County, Pennsylvania",604,15,0,0,13,12,28,9,51,58,85,181,67,25,31,0,29,"Block Group 1, Census Tract 127, Lancaster County, Pennsylvania",106,25,109,109,19,19,31,15,47,46,89,72,44,27,35,109,33
"G42007100127002","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 127, Lancaster County, Pennsylvania",841,46,60,57,43,35,33,29,66,64,77,86,60,51,72,27,35,"Block Group 2, Census Tract 127, Lancaster County, Pennsylvania",109,47,40,44,41,42,31,26,42,47,44,43,40,38,45,24,39
"G42007100127003","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012700","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 127, Lancaster County, Pennsylvania",498,27,0,0,30,21,13,13,40,86,0,51,99,92,8,18,0,"Block Group 3, Census Tract 127, Lancaster County, Pennsylvania",104,29,109,109,30,33,21,21,38,84,109,49,57,47,13,28,109
"G42007100127004","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012700","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 127, Lancaster County, Pennsylvania",508,33,46,0,13,17,0,15,30,30,67,97,53,29,44,16,18,"Block Group 4, Census Tract 127, Lancaster County, Pennsylvania",101,26,41,109,20,26,109,25,33,34,47,80,44,34,41,25,22
"G42007100128001","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 128, Lancaster County, Pennsylvania",621,48,13,9,41,0,27,21,57,20,46,31,126,88,28,14,52,"Block Group 1, Census Tract 128, Lancaster County, Pennsylvania",100,63,20,16,37,109,29,24,54,22,37,30,48,62,31,21,42
"G42007100128002","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 128, Lancaster County, Pennsylvania",864,59,0,142,28,57,26,38,21,80,118,131,113,38,0,13,0,"Block Group 2, Census Tract 128, Lancaster County, Pennsylvania",125,44,109,92,31,39,29,39,24,51,100,94,77,32,109,21,109
"G42007100128003","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012800","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 128, Lancaster County, Pennsylvania",785,0,25,67,92,44,54,68,12,35,125,95,139,29,0,0,0,"Block Group 3, Census Tract 128, Lancaster County, Pennsylvania",112,109,29,62,70,44,64,70,18,33,69,58,67,30,109,109,109
"G42007100129001","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 129, Lancaster County, Pennsylvania",500,16,23,9,13,16,53,12,45,32,63,35,82,55,19,27,0,"Block Group 1, Census Tract 129, Lancaster County, Pennsylvania",76,25,29,15,21,25,46,19,37,36,53,35,67,42,29,31,109
"G42007100129002","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 129, Lancaster County, Pennsylvania",679,75,28,54,14,40,50,55,110,73,14,45,25,51,0,21,24,"Block Group 2, Census Tract 129, Lancaster County, Pennsylvania",95,79,31,65,21,38,47,51,100,63,22,34,29,40,109,33,26
"G42007100129003","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"012900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 129, Lancaster County, Pennsylvania",1284,44,34,64,74,68,44,54,107,64,184,175,200,79,39,27,27,"Block Group 3, Census Tract 129, Lancaster County, Pennsylvania",159,41,40,66,65,52,41,43,56,40,78,78,67,53,29,31,35
"G42007100130001","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 130, Lancaster County, Pennsylvania",498,62,12,0,41,61,55,20,48,23,0,63,27,26,0,30,30,"Block Group 1, Census Tract 130, Lancaster County, Pennsylvania",101,49,19,109,34,44,42,30,50,26,109,51,32,22,109,31,35
"G42007100130002","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 130, Lancaster County, Pennsylvania",599,18,18,29,15,32,60,0,53,54,61,107,93,9,50,0,0,"Block Group 2, Census Tract 130, Lancaster County, Pennsylvania",106,28,30,34,23,36,77,109,50,49,50,80,55,17,45,109,109
"G42007100130003","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013000","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 130, Lancaster County, Pennsylvania",771,98,0,13,8,0,27,59,29,36,105,79,124,102,83,8,0,"Block Group 3, Census Tract 130, Lancaster County, Pennsylvania",126,81,109,23,13,109,31,46,33,43,71,56,60,80,76,14,109
"G42007100130004","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013000","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 130, Lancaster County, Pennsylvania",283,11,17,17,14,0,0,0,12,33,0,4,91,29,26,13,16,"Block Group 4, Census Tract 130, Lancaster County, Pennsylvania",77,19,28,28,22,109,109,109,18,37,109,7,51,32,29,21,25
"G42007100130005","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013000","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 130, Lancaster County, Pennsylvania",280,0,0,0,29,0,0,55,0,18,15,56,28,16,0,0,63,"Block Group 5, Census Tract 130, Lancaster County, Pennsylvania",88,109,109,109,26,109,109,67,109,27,24,65,23,24,109,109,43
"G42007100131011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013101","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 131.01, Lancaster County, Pennsylvania",885,67,67,84,36,28,20,53,39,19,65,80,92,100,51,28,56,"Block Group 1, Census Tract 131.01, Lancaster County, Pennsylvania",96,44,38,72,31,25,25,41,32,21,42,44,62,73,35,25,48
"G42007100131012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013101","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 131.01, Lancaster County, Pennsylvania",739,25,5,10,7,42,34,52,62,60,66,128,115,71,52,10,0,"Block Group 2, Census Tract 131.01, Lancaster County, Pennsylvania",99,23,9,16,12,42,29,42,40,45,46,66,60,50,39,15,109
"G42007100131021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013102","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 131.02, Lancaster County, Pennsylvania",899,9,0,38,20,42,101,25,54,57,88,105,126,90,57,80,7,"Block Group 1, Census Tract 131.02, Lancaster County, Pennsylvania",73,14,109,28,21,51,56,28,41,37,44,50,58,43,33,54,12
"G42007100131022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013102","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 131.02, Lancaster County, Pennsylvania",301,54,9,0,9,18,20,31,0,0,32,56,32,9,0,0,31,"Block Group 2, Census Tract 131.02, Lancaster County, Pennsylvania",57,51,14,109,14,22,23,25,109,109,26,35,31,14,109,109,23
"G42007100132021","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013202","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 132.02, Lancaster County, Pennsylvania",638,43,41,14,53,81,12,37,53,82,51,20,151,0,0,0,0,"Block Group 1, Census Tract 132.02, Lancaster County, Pennsylvania",83,39,38,22,48,58,18,32,40,73,37,22,82,109,109,109,109
"G42007100132022","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013202","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 132.02, Lancaster County, Pennsylvania",609,10,36,0,38,11,62,26,71,36,39,83,77,53,47,0,20,"Block Group 2, Census Tract 132.02, Lancaster County, Pennsylvania",92,16,33,109,37,16,46,38,48,27,36,45,38,35,39,109,23
"G42007100132023","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013202","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 132.02, Lancaster County, Pennsylvania",1099,49,14,20,0,48,126,96,79,13,162,145,152,117,35,7,36,"Block Group 3, Census Tract 132.02, Lancaster County, Pennsylvania",103,39,23,21,109,31,81,56,64,21,74,67,77,59,29,12,28
"G42007100132031","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013203","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 132.03, Lancaster County, Pennsylvania",353,0,70,0,11,23,13,43,14,45,0,42,25,26,10,20,11,"Block Group 1, Census Tract 132.03, Lancaster County, Pennsylvania",64,109,72,109,18,25,21,55,23,32,109,34,26,27,14,21,17
"G42007100132032","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013203","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 132.03, Lancaster County, Pennsylvania",902,23,61,29,11,69,28,65,54,62,128,78,106,110,11,0,67,"Block Group 2, Census Tract 132.03, Lancaster County, Pennsylvania",93,26,42,28,17,47,26,47,34,53,55,43,90,61,17,109,51
"G42007100132033","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013203","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 132.03, Lancaster County, Pennsylvania",662,48,0,23,42,62,0,38,48,17,42,72,102,62,53,16,37,"Block Group 3, Census Tract 132.03, Lancaster County, Pennsylvania",93,77,109,27,54,40,109,35,50,19,33,41,57,42,37,20,28
"G42007100132041","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013204","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 132.04, Lancaster County, Pennsylvania",1405,41,64,55,93,109,212,62,103,64,222,112,123,51,35,20,39,"Block Group 1, Census Tract 132.04, Lancaster County, Pennsylvania",151,41,43,38,63,68,92,49,59,44,89,64,68,34,25,29,46
"G42007100132042","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013204","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 132.04, Lancaster County, Pennsylvania",375,19,0,84,0,0,9,0,0,16,86,96,29,23,0,13,0,"Block Group 2, Census Tract 132.04, Lancaster County, Pennsylvania",106,29,109,89,109,109,19,109,109,25,61,68,24,26,109,20,109
"G42007100132043","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013204","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 132.04, Lancaster County, Pennsylvania",378,6,0,44,32,0,0,29,31,0,46,44,35,58,0,25,28,"Block Group 3, Census Tract 132.04, Lancaster County, Pennsylvania",72,10,109,43,38,109,109,32,35,109,45,51,39,45,109,37,33
"G42007100132044","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013204","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 132.04, Lancaster County, Pennsylvania",310,50,16,0,0,18,0,56,0,0,24,34,70,26,0,0,16,"Block Group 4, Census Tract 132.04, Lancaster County, Pennsylvania",104,66,26,109,109,29,109,67,109,109,26,39,70,30,109,109,25
"G42007100132045","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013204","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 132.04, Lancaster County, Pennsylvania",228,0,0,8,53,0,12,0,22,0,0,74,0,32,27,0,0,"Block Group 5, Census Tract 132.04, Lancaster County, Pennsylvania",50,109,109,15,35,109,19,109,25,109,109,49,109,34,31,109,109
"G42007100133011","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013301","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 133.01, Lancaster County, Pennsylvania",532,0,32,22,14,0,31,12,29,29,22,117,80,82,8,32,22,"Block Group 1, Census Tract 133.01, Lancaster County, Pennsylvania",56,109,29,25,20,109,28,18,26,25,25,52,36,41,13,29,24
"G42007100133012","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013301","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 133.01, Lancaster County, Pennsylvania",683,23,24,19,41,0,53,0,24,41,59,124,135,45,62,21,12,"Block Group 2, Census Tract 133.01, Lancaster County, Pennsylvania",76,26,26,23,33,109,55,109,26,34,35,58,53,33,36,24,20
"G42007100133013","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013301","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 133.01, Lancaster County, Pennsylvania",531,43,62,42,21,24,69,25,12,43,10,83,28,58,0,11,0,"Block Group 3, Census Tract 133.01, Lancaster County, Pennsylvania",83,36,58,52,23,24,63,27,19,35,15,64,23,42,109,16,109
"G42007100133031","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013303","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 133.03, Lancaster County, Pennsylvania",354,25,30,14,13,40,13,39,5,17,0,102,14,6,36,0,0,"Block Group 1, Census Tract 133.03, Lancaster County, Pennsylvania",93,30,34,23,20,37,21,42,12,27,109,83,21,11,37,109,109
"G42007100133032","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013303","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 133.03, Lancaster County, Pennsylvania",826,16,83,0,69,62,32,30,40,57,168,80,76,61,16,22,14,"Block Group 2, Census Tract 133.03, Lancaster County, Pennsylvania",103,25,57,109,67,51,35,33,37,47,73,65,56,59,26,27,22
"G42007100133033","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013303","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 133.03, Lancaster County, Pennsylvania",727,0,27,24,12,0,0,44,28,12,53,72,63,138,92,137,25,"Block Group 3, Census Tract 133.03, Lancaster County, Pennsylvania",89,109,30,28,19,109,109,41,32,17,51,50,51,86,77,87,45
"G42007100133041","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013304","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 133.04, Lancaster County, Pennsylvania",355,40,21,36,56,14,0,11,14,0,50,22,14,36,12,17,12,"Block Group 1, Census Tract 133.04, Lancaster County, Pennsylvania",86,61,24,40,44,23,109,17,23,109,36,23,24,38,20,18,19
"G42007100133042","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,"013304","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 133.04, Lancaster County, Pennsylvania",1068,58,31,42,88,119,59,28,27,60,87,208,161,42,28,0,30,"Block Group 2, Census Tract 133.04, Lancaster County, Pennsylvania",133,47,34,38,59,63,49,32,30,46,70,84,76,38,32,109,34
